	UMAP1	UMAP2
medtr_mappings/paired/SRR5721232/abundance	-3.0196655	1.3067214
medtr_mappings/paired/SRR5732298/abundance	3.0853612	-0.4227658
medtr_mappings/paired/SRR5721222/abundance	3.4101768	-0.142531
medtr_mappings/paired/ERR1830537/abundance	4.9702725	0.01720233
medtr_mappings/paired/SRR949254/abundance	3.7824967	0.12747766
medtr_mappings/paired/SRR2910680/abundance	5.8536544	-0.77096206
medtr_mappings/paired/SRR1975016/abundance	5.250679	-2.151402
medtr_mappings/paired/SRR2016009/abundance	9.823418	-0.30040944
medtr_mappings/paired/SRR4409155/abundance	-4.1494565	0.8330287
medtr_mappings/paired/SRR7226322/abundance	-1.2484298	2.290217
medtr_mappings/paired/SRR2015973/abundance	9.193599	0.044535574
medtr_mappings/paired/SRR1979258/abundance	3.3737006	-0.2811357
medtr_mappings/paired/SRR949227/abundance	7.11805	0.27169353
medtr_mappings/paired/SRR5721257/abundance	4.1754313	-0.58062017
medtr_mappings/paired/SRR2060978/abundance	2.804007	-0.2212698
medtr_mappings/paired/SRR7772263/abundance	-1.3163402	2.3025432
medtr_mappings/paired/SRR5721241/abundance	-4.384315	2.1335337
medtr_mappings/paired/SRR5721274/abundance	4.0261283	-0.60574305
medtr_mappings/paired/ERR1830526/abundance	3.352489	0.006565009
medtr_mappings/paired/SRR5721231/abundance	-3.1342242	1.3528553
medtr_mappings/paired/SRR8093909/abundance	3.9293327	-0.99599844
medtr_mappings/single/SRR1726535/abundance	3.8878942	0.826326
medtr_mappings/single/SRR7192550/abundance	-4.890331	3.6056895
medtr_mappings/single/SRR7192606/abundance	-6.2445035	3.628344
medtr_mappings/single/SRR1726518/abundance	4.577701	1.063215
medtr_mappings/single/SRR670352/abundance	5.239963	-1.29778
medtr_mappings/single/SRR1377068/abundance	5.944344	-2.5716426
medtr_mappings/single/SRR527293/abundance	5.7027135	1.8600438
medtr_mappings/single/SRR1377072/abundance	5.8419333	-2.1201363
medtr_mappings/single/SRR1726596/abundance	5.2964115	1.2286495
medtr_mappings/single/SRR1377063/abundance	6.0877943	-2.7518096
medtr_mappings/single/SRR6979270/abundance	5.8537583	1.2264131
medtr_mappings/single/SRR7192597/abundance	-6.5870843	3.1617544
medtr_mappings/single/SRR5500566/abundance	7.519711	-2.0004022
medtr_mappings/single/SRR6979235/abundance	-5.1191635	5.504717
medtr_mappings/single/SRR6979222/abundance	-5.342988	5.1287737
medtr_mappings/single/SRR5259304/abundance	4.988006	-0.2142174
medtr_mappings/single/SRR7192592/abundance	-3.4621642	1.7568232
medtr_mappings/single/SRR7192623/abundance	-3.6225967	2.4059377
medtr_mappings/single/SRR6979254/abundance	4.3648024	-0.17613223
medtr_mappings/single/SRR670351/abundance	5.237311	-1.8194277
medtr_mappings/single/SRR1726575/abundance	3.7246509	1.0311046
medtr_mappings/single/SRR5259291/abundance	5.2080054	-0.2987529
medtr_mappings/single/SRR1377077/abundance	6.16485	-2.518591
medtr_mappings/single/SRR6979216/abundance	3.479912	0.1774457
medtr_mappings/single/SRR1726548/abundance	4.672968	1.1345891
medtr_mappings/single/SRR5259297/abundance	5.031517	-0.6361576
medtr_mappings/single/SRR1726573/abundance	4.0696487	0.5425972
medtr_mappings/single/SRR1726525/abundance	4.939375	1.171407
medtr_mappings/single/SRR7192573/abundance	-6.920028	3.2608395
medtr_mappings/single/SRR5259281/abundance	4.8293147	-0.84958845
medtr_mappings/single/SRR527290/abundance	5.985371	1.7335783
medtr_mappings/single/SRR1726564/abundance	4.541769	1.2436868
medtr_mappings/single/SRR1377066/abundance	6.1227074	-2.482643
medtr_mappings/single/SRR670383/abundance	5.1395235	-1.7732009
medtr_mappings/single/SRR7192589/abundance	-5.7194996	3.1749976
medtr_mappings/single/SRR6979244/abundance	4.4156733	-0.11374357
medtr_mappings/single/SRR7192593/abundance	-1.9389776	1.4633132
medtr_mappings/single/SRR7192572/abundance	-6.665636	3.4257731
medtr_mappings/single/SRR6979230/abundance	-4.085723	4.2841377
medtr_mappings/single/SRR6979202/abundance	8.1069	-1.9872848
medtr_mappings/single/SRR6979236/abundance	-4.1137233	5.420491
medtr_mappings/single/SRR7192549/abundance	-5.5438433	3.526392
medtr_mappings/single/SRR5259293/abundance	5.072328	-0.868169
medtr_mappings/single/SRR1726504/abundance	3.8461041	0.5664486
medtr_mappings/single/SRR5259306/abundance	5.264016	-0.7154395
medtr_mappings/single/SRR5259288/abundance	4.824844	-0.5965195
medtr_mappings/single/SRR5259287/abundance	5.061764	-0.9516957
medtr_mappings/single/SRR6979189/abundance	-4.637286	4.8869247
medtr_mappings/single/SRR1726480/abundance	5.2483883	0.83262855
medtr_mappings/single/SRR1726500/abundance	3.3562713	0.8869872
medtr_mappings/single/SRR1726502/abundance	3.3137274	0.84361887
medtr_mappings/single/SRR6979255/abundance	7.957137	-1.9992499
medtr_mappings/single/SRR1726481/abundance	4.5657163	0.5030987
medtr_mappings/single/SRR1726597/abundance	5.7384844	1.0433561
medtr_mappings/single/SRR1726523/abundance	4.586295	1.0191363
medtr_mappings/single/SRR5259303/abundance	4.775458	-0.27716458
medtr_mappings/single/SRR1726475/abundance	4.694547	0.6922804
medtr_mappings/single/SRR1377075/abundance	6.137483	-2.6207159
medtr_mappings/single/SRR6979250/abundance	5.8351383	1.134618
medtr_mappings/single/SRR7192584/abundance	-5.027808	3.0887847
medtr_mappings/single/SRR5259309/abundance	4.916454	-0.69356465
medtr_mappings/single/SRR6979197/abundance	-5.449652	5.1471734
medtr_mappings/single/SRR670345/abundance	5.065123	-1.4064726
medtr_mappings/single/SRR7192598/abundance	-4.123566	2.8132186
medtr_mappings/single/SRR6979248/abundance	3.291038	0.06559944
medtr_mappings/single/SRR1726554/abundance	4.9947743	1.1523125
medtr_mappings/single/SRR1726599/abundance	5.335599	1.5290996
medtr_mappings/single/SRR5259298/abundance	4.937474	-0.44526333
medtr_mappings/single/SRR6979256/abundance	7.6488357	-1.8447157
medtr_mappings/single/SRR6979263/abundance	7.952588	-1.9479245
medtr_mappings/single/SRR7192569/abundance	-6.3640566	3.424505
medtr_mappings/single/SRR7192624/abundance	-6.1379957	3.6258395
medtr_mappings/single/SRR804912/abundance	7.067589	1.6397792
medtr_mappings/single/SRR7192608/abundance	-6.3275843	3.2254233
medtr_mappings/single/SRR1726544/abundance	4.414141	0.7934789
medtr_mappings/single/SRR5217396/abundance	5.0063224	-1.5179323
medtr_mappings/single/SRR1726584/abundance	4.7215624	0.8603518
medtr_mappings/single/SRR527296/abundance	6.094906	1.8710457
medtr_mappings/single/SRR1726508/abundance	4.595308	1.2349893
medtr_mappings/single/SRR5217394/abundance	4.7971983	-1.3671889
medtr_mappings/single/SRR7192580/abundance	-5.8315043	3.5408154
medtr_mappings/single/SRR1726488/abundance	4.7358723	1.0070602
medtr_mappings/single/SRR5259307/abundance	5.0809245	-0.83469933
medtr_mappings/single/SRR1726524/abundance	5.2566752	0.78957915
medtr_mappings/single/SRR1377061/abundance	5.0249367	-1.3272293
medtr_mappings/single/SRR1726545/abundance	5.2431974	0.9349755
medtr_mappings/single/SRR1726472/abundance	4.336693	0.9145443
medtr_mappings/single/SRR527289/abundance	5.918404	2.0177362
medtr_mappings/single/SRR1726552/abundance	5.2546115	0.6588826
medtr_mappings/single/SRR1377079/abundance	6.041176	-2.5811117
medtr_mappings/single/SRR1726567/abundance	4.2359676	0.9696843
medtr_mappings/single/SRR6979253/abundance	4.368099	-0.34324712
medtr_mappings/single/SRR1726547/abundance	4.780467	1.1873751
medtr_mappings/single/SRR1726609/abundance	4.3469224	0.90275747
medtr_mappings/single/SRR1726559/abundance	4.7430706	1.2871373
medtr_mappings/single/SRR527295/abundance	5.7993293	1.8328216
medtr_mappings/single/SRR1377055/abundance	5.9512396	-2.5841756
medtr_mappings/single/SRR5259313/abundance	5.4062443	0.07267356
medtr_mappings/single/SRR6979215/abundance	4.2647595	-0.64342004
medtr_mappings/single/SRR7192621/abundance	-4.06245	3.443126
medtr_mappings/single/SRR1726540/abundance	4.0556254	0.7670717
medtr_mappings/single/SRR1377067/abundance	5.995896	-2.5899153
medtr_mappings/single/SRR6979224/abundance	-5.49507	4.8236265
medtr_mappings/single/SRR7192596/abundance	-4.648659	2.065086
medtr_mappings/single/SRR7192627/abundance	-6.1727047	2.9360397
medtr_mappings/single/SRR1726541/abundance	4.5825586	1.1560788
medtr_mappings/single/SRR6979285/abundance	7.7703633	-1.9349467
medtr_mappings/single/SRR1726489/abundance	5.4289207	0.34729984
medtr_mappings/single/SRR2037203/abundance	-0.77683	1.728981
medtr_mappings/single/SRR7192563/abundance	-6.008762	3.08147
medtr_mappings/single/SRR1726566/abundance	4.7332077	1.3297217
medtr_mappings/single/SRR5259302/abundance	5.293983	-0.5778243
medtr_mappings/single/SRR7192607/abundance	-5.409259	2.9378202
medtr_mappings/single/SRR1377065/abundance	6.169324	-2.443367
medtr_mappings/single/SRR7192603/abundance	-5.249888	3.911237
medtr_mappings/single/SRR1726605/abundance	5.236692	1.0967344
medtr_mappings/single/SRR1726585/abundance	4.3745885	0.9811217
medtr_mappings/single/SRR1726515/abundance	5.111578	0.55298114
medtr_mappings/single/SRR6979274/abundance	8.087685	-1.7064035
medtr_mappings/single/SRR6979232/abundance	-4.400562	5.220073
medtr_mappings/single/SRR6979280/abundance	7.8875904	-1.8488905
medtr_mappings/single/SRR1726577/abundance	4.789805	0.8498298
medtr_mappings/single/SRR1377071/abundance	6.1864777	-2.7955337
medtr_mappings/single/SRR5259290/abundance	4.9869666	-0.847934
medtr_mappings/single/SRR6979259/abundance	8.255864	-1.6901587
medtr_mappings/single/SRR6979200/abundance	7.826412	-1.8616774
medtr_mappings/single/SRR6979196/abundance	-5.43451	5.1291595
medtr_mappings/single/SRR7192565/abundance	-4.3080187	3.9313343
medtr_mappings/single/SRR5259325/abundance	5.3090873	-0.17959672
medtr_mappings/single/SRR1377069/abundance	5.869769	-2.628684
medtr_mappings/single/SRR1726576/abundance	4.162805	0.90488386
medtr_mappings/single/SRR1726478/abundance	4.8737717	0.2881728
medtr_mappings/single/SRR7192548/abundance	-5.398582	3.4032829
medtr_mappings/single/SRR6979260/abundance	7.7287664	-1.734503
medtr_mappings/single/SRR7192554/abundance	-6.8347273	3.3697417
medtr_mappings/single/SRR1726561/abundance	4.881966	1.2503735
medtr_mappings/single/SRR6979272/abundance	8.143415	-1.9703599
medtr_mappings/single/SRR7192622/abundance	-5.060701	3.902104
medtr_mappings/single/SRR7192609/abundance	-5.0896378	3.6070015
medtr_mappings/single/SRR6979225/abundance	-5.68543	4.4012823
medtr_mappings/single/SRR7192547/abundance	-5.524199	2.568501
medtr_mappings/single/SRR1726532/abundance	4.691955	0.6730432
medtr_mappings/single/SRR7192574/abundance	-4.5095987	3.4360142
medtr_mappings/single/SRR1726607/abundance	3.6157184	1.0595276
medtr_mappings/single/SRR5259324/abundance	5.095217	-0.5143046
medtr_mappings/single/SRR7192599/abundance	-5.5175276	3.1825998
medtr_mappings/single/SRR1726528/abundance	3.9369783	0.9463235
medtr_mappings/single/SRR6979188/abundance	-5.05988	4.8104053
medtr_mappings/single/SRR6979262/abundance	8.193357	-1.8503847
medtr_mappings/single/SRR6979213/abundance	-5.4179296	4.0742846
medtr_mappings/single/SRR6979283/abundance	7.692192	-2.1675236
medtr_mappings/single/SRR6979245/abundance	4.064227	-0.4518695
medtr_mappings/single/SRR6979265/abundance	8.199848	-1.798526
medtr_mappings/single/SRR1377058/abundance	6.1043344	-2.7876015
medtr_mappings/single/SRR1726565/abundance	4.9556694	1.3117311
medtr_mappings/single/SRR1726477/abundance	4.2766905	0.54249734
medtr_mappings/single/SRR6979210/abundance	-3.6222422	5.2754483
medtr_mappings/single/SRR6979238/abundance	-5.4154463	5.1112485
medtr_mappings/single/SRR6979194/abundance	-3.4840424	4.945013
medtr_mappings/single/SRR5512116/abundance	7.454922	-1.9016083
medtr_mappings/single/SRR5259284/abundance	4.7407465	-1.0556304
medtr_mappings/single/SRR6979185/abundance	-4.5034657	4.7163577
medtr_mappings/single/SRR670350/abundance	5.286448	-1.6406168
medtr_mappings/single/SRR7192566/abundance	-5.1019654	3.9908893
medtr_mappings/single/SRR1377060/abundance	5.860655	-2.6657703
medtr_mappings/single/SRR1726495/abundance	3.8960073	0.4709665
medtr_mappings/single/SRR7192613/abundance	-7.229145	3.4343047
medtr_mappings/single/SRR5259322/abundance	4.9620175	-0.7274803
medtr_mappings/single/SRR1726520/abundance	4.6235914	1.2012552
medtr_mappings/single/SRR7192570/abundance	-0.86532235	1.3078511
medtr_mappings/single/SRR1377059/abundance	6.1557837	-2.8040035
medtr_mappings/single/SRR670346/abundance	5.387786	-1.7207814
medtr_mappings/single/SRR6979276/abundance	8.121395	-1.8694575
medtr_mappings/single/SRR1726507/abundance	4.293665	0.9986639
medtr_mappings/single/SRR7192546/abundance	-3.7348585	1.8356506
medtr_mappings/single/SRR1726513/abundance	4.190986	0.65044487
medtr_mappings/single/SRR7192594/abundance	-4.874978	4.307456
medtr_mappings/single/SRR6979226/abundance	-5.1884828	5.358276
medtr_mappings/single/SRR1726598/abundance	4.708324	1.4424336
medtr_mappings/single/SRR6979282/abundance	8.229495	-2.0735886
medtr_mappings/single/SRR7192577/abundance	-3.9506762	4.1577516
medtr_mappings/single/SRR7192617/abundance	-7.0128465	3.359366
medtr_mappings/single/SRR7192586/abundance	-5.0332894	2.71493
medtr_mappings/single/SRR7192601/abundance	-2.8719633	2.8428273
medtr_mappings/single/SRR7192564/abundance	-6.0782886	3.3981779
medtr_mappings/single/SRR1726589/abundance	4.4259105	1.2208469
medtr_mappings/single/SRR1726485/abundance	4.714009	0.41532204
medtr_mappings/single/SRR527282/abundance	5.7196736	2.8986568
medtr_mappings/single/SRR1726519/abundance	4.109221	0.49178633
medtr_mappings/single/SRR7192545/abundance	-5.271553	2.4021065
medtr_mappings/single/SRR1726503/abundance	3.1456678	0.74983346
medtr_mappings/single/SRR1726527/abundance	5.3393955	1.3454125
medtr_mappings/single/SRR7192562/abundance	-6.248443	3.093916
medtr_mappings/single/SRR6979257/abundance	4.43813	-0.29906106
medtr_mappings/single/SRR7192628/abundance	-5.024687	2.5047412
medtr_mappings/single/SRR6979205/abundance	-4.9259434	5.6282434
medtr_mappings/single/SRR1726479/abundance	4.733548	0.80602914
medtr_mappings/single/SRR7192559/abundance	-3.5769825	1.9084376
medtr_mappings/single/SRR7192614/abundance	-5.2829967	2.9531276
medtr_mappings/single/SRR6979237/abundance	-0.8928142	2.0633073
medtr_mappings/single/SRR1377076/abundance	4.894963	-1.7355616
medtr_mappings/single/SRR1726572/abundance	3.4593465	1.3535368
medtr_mappings/single/SRR1377078/abundance	6.171612	-2.4364445
medtr_mappings/single/SRR1726578/abundance	5.1777506	1.1869847
medtr_mappings/single/SRR6979212/abundance	-3.2127318	4.8489556
medtr_mappings/single/SRR527304/abundance	6.745726	1.4547443
medtr_mappings/single/SRR5259296/abundance	4.9833107	-0.56008685
medtr_mappings/single/SRR5259299/abundance	4.933172	-0.46148577
medtr_mappings/single/SRR670354/abundance	5.4365287	-0.3905549
medtr_mappings/single/SRR6979198/abundance	-5.2139072	4.7948346
medtr_mappings/single/SRR6979264/abundance	8.053154	-1.7954286
medtr_mappings/single/SRR1726570/abundance	4.6059337	1.2265247
medtr_mappings/single/SRR2039088/abundance	-3.0479023	1.8392104
medtr_mappings/single/SRR6979266/abundance	7.7452497	-1.760798
medtr_mappings/single/SRR7192585/abundance	-5.9307275	3.1817648
medtr_mappings/single/SRR6979227/abundance	-5.657538	4.7640457
medtr_mappings/single/SRR1726560/abundance	5.290559	1.1576385
medtr_mappings/single/SRR670355/abundance	5.3181114	-1.8272613
medtr_mappings/single/SRR6979192/abundance	-2.9092724	4.0935802
medtr_mappings/single/SRR1377057/abundance	6.14975	-2.65595
medtr_mappings/single/SRR1726529/abundance	4.842062	1.2633725
medtr_mappings/single/SRR7192587/abundance	-6.91492	3.1705606
medtr_mappings/single/SRR1726492/abundance	5.106596	0.84814835
medtr_mappings/single/SRR6979187/abundance	-3.4754884	5.1557326
medtr_mappings/single/SRR1726603/abundance	4.4765544	1.2615023
medtr_mappings/single/SRR527284/abundance	5.963564	1.9409325
medtr_mappings/single/SRR670348/abundance	5.263225	-1.8636316
medtr_mappings/single/SRR6979279/abundance	8.208222	-1.8172593
medtr_mappings/single/SRR6979223/abundance	-5.8623066	4.232568
medtr_mappings/single/SRR670353/abundance	5.139511	-1.560788
medtr_mappings/single/SRR1726496/abundance	5.0708995	0.748872
medtr_mappings/single/SRR7192629/abundance	-4.5689297	4.01454
medtr_mappings/single/SRR5259323/abundance	5.5628023	-0.13728431
medtr_mappings/single/SRR1726484/abundance	4.476677	0.34213322
medtr_mappings/single/SRR5217392/abundance	5.0053463	-1.6508054
medtr_mappings/single/SRR7192631/abundance	-6.397072	3.3071322
medtr_mappings/single/SRR1726470/abundance	4.757515	1.0953094
medtr_mappings/single/SRR6979214/abundance	-3.8725238	4.7013683
medtr_mappings/single/SRR7192557/abundance	-5.456439	3.2644095
medtr_mappings/single/SRR5259326/abundance	5.156981	-0.28757057
medtr_mappings/single/SRR6979246/abundance	4.4643497	-0.2822856
medtr_mappings/single/SRR7192588/abundance	-7.1524796	3.248348
medtr_mappings/single/SRR527297/abundance	6.65581	1.6825413
medtr_mappings/single/SRR1726569/abundance	5.2624936	1.1223884
medtr_mappings/single/SRR5259283/abundance	4.7448545	-1.0246106
medtr_mappings/single/SRR1726533/abundance	5.0941925	1.1414602
medtr_mappings/single/SRR6979269/abundance	8.058876	-1.9702486
medtr_mappings/single/SRR1377080/abundance	5.746751	-2.5741997
medtr_mappings/single/SRR1726469/abundance	4.6267858	0.4193023
medtr_mappings/single/SRR5512118/abundance	7.4485984	-2.032464
medtr_mappings/single/SRR1726483/abundance	5.0067625	0.42407748
medtr_mappings/single/SRR7192590/abundance	-4.5119596	4.29257
medtr_mappings/single/SRR1726546/abundance	4.458724	1.2053611
medtr_mappings/single/SRR6979247/abundance	4.468566	-0.6684134
medtr_mappings/single/SRR5259295/abundance	4.6838484	-0.6216394
medtr_mappings/single/SRR1726476/abundance	4.4598665	0.86945105
medtr_mappings/single/SRR5456966/abundance	-1.4733403	1.8506005
medtr_mappings/single/SRR1726574/abundance	3.3677857	1.1807027
medtr_mappings/single/SRR6979229/abundance	-4.5211253	4.238848
medtr_mappings/single/SRR1726553/abundance	5.185499	0.6005358
medtr_mappings/single/SRR1726611/abundance	3.6156416	1.2428349
medtr_mappings/single/SRR1726522/abundance	4.385628	0.45095956
medtr_mappings/single/SRR6979193/abundance	-3.481497	4.4581037
medtr_mappings/single/SRR1726509/abundance	4.474795	1.2429034
medtr_mappings/single/SRR1726550/abundance	4.537829	0.7675392
medtr_mappings/single/SRR1726498/abundance	4.491042	0.8947799
medtr_mappings/single/SRR527308/abundance	6.7935104	1.7118417
medtr_mappings/single/SRR6979277/abundance	7.4901686	-1.6153747
medtr_mappings/single/SRR1726555/abundance	4.0704036	0.7529256
medtr_mappings/single/SRR1726610/abundance	3.6783533	1.2202594
medtr_mappings/single/SRR5259319/abundance	5.007211	-0.75734776
medtr_mappings/single/SRR1726512/abundance	4.499213	1.2923813
medtr_mappings/single/SRR670347/abundance	5.19344	-1.8162302
medtr_mappings/single/SRR527306/abundance	6.7576685	1.6188145
medtr_mappings/single/SRR7192604/abundance	-6.06103	3.3358612
medtr_mappings/single/SRR6979242/abundance	4.6595674	-0.5745909
medtr_mappings/single/SRR1726537/abundance	3.825578	0.63548243
medtr_mappings/single/SRR7192605/abundance	-2.5960624	3.2393546
medtr_mappings/single/SRR6979251/abundance	3.822366	-0.051683437
medtr_mappings/single/SRR7192568/abundance	-4.376181	3.5662565
medtr_mappings/single/SRR1726600/abundance	4.524167	1.2404369
medtr_mappings/single/SRR7192552/abundance	-5.1299043	3.1270568
